no_of_dependents,education_encoded,self_employed_encoded,income_annum,loan_amount,loan_term,cibil_score_encoded,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status_encoded
0,0,1,7200000,19800000,12,3,12700000,8100000,25000000,7300000,1
5,1,1,2400000,8700000,18,4,2800000,2900000,7100000,1100000,1
3,0,0,2900000,6300000,8,2,3400000,3400000,7600000,1400000,1
1,1,0,1400000,5200000,12,3,2900000,0,3700000,700000,1
4,0,1,2200000,8200000,14,3,5800000,2800000,8200000,1400000,1
2,1,1,800000,3200000,10,2,0,200000,2100000,700000,0
0,1,0,600000,1700000,2,2,400000,400000,2000000,200000,1
4,1,1,700000,2700000,16,2,1100000,1200000,1400000,300000,1
2,0,0,8400000,25900000,16,2,8600000,13400000,33500000,4200000,1
2,0,0,7100000,21500000,16,2,5800000,12100000,14200000,9300000,1
4,1,0,5400000,15700000,18,1,13700000,2600000,16500000,6600000,0
5,1,0,3700000,7300000,18,1,9300000,100000,13900000,5300000,0
3,1,1,5200000,15200000,16,3,1300000,5700000,13500000,4100000,1
4,0,1,200000,700000,10,3,200000,200000,300000,300000,1
3,1,0,500000,1000000,20,1,800000,800000,900000,200000,0
2,0,1,1800000,5700000,4,4,1200000,1900000,6300000,2400000,1
5,1,1,9200000,29400000,8,1,18000000,5900000,33800000,5400000,0
4,0,0,900000,3300000,10,2,0,400000,1800000,1200000,1
3,0,0,7500000,28300000,12,1,9200000,11300000,22700000,7000000,0
5,0,0,3000000,11800000,6,4,8200000,2200000,7100000,2300000,1
5,1,0,7100000,18900000,12,1,10700000,1100000,19800000,8500000,0
1,1,1,3500000,7200000,2,4,4100000,3200000,11900000,4200000,1
4,0,0,4900000,18800000,16,4,4200000,4700000,13200000,2600000,1
1,1,0,4100000,8400000,20,2,1400000,8000000,10000000,4400000,1
0,1,1,800000,2100000,6,4,300000,100000,1600000,600000,1
3,1,1,1700000,4600000,12,1,1500000,1300000,5200000,1700000,0
0,1,1,6100000,23300000,12,1,3800000,2300000,17700000,4900000,0
1,1,1,2100000,7700000,16,1,5000000,500000,4700000,2300000,0
0,1,0,3100000,9300000,6,3,1300000,1400000,8100000,3800000,1
2,0,1,1700000,3500000,20,3,2200000,1400000,4800000,1700000,1
3,1,0,1700000,5400000,6,3,4800000,700000,5800000,1700000,1
4,0,1,4000000,14500000,6,3,2400000,5700000,10900000,4100000,1
5,1,0,5600000,18400000,8,1,11300000,6700000,11300000,5600000,0
4,1,1,3900000,11900000,10,4,10200000,4000000,10200000,2800000,1
4,1,1,6100000,15300000,14,2,1100000,9900000,13300000,8400000,1
0,1,1,1100000,2800000,18,1,500000,300000,4300000,1400000,0
2,1,0,5500000,14800000,8,1,13000000,4500000,12600000,4500000,0
4,1,1,1100000,3600000,14,3,2500000,500000,3600000,600000,1
4,0,1,400000,900000,20,4,1000000,500000,1600000,500000,1
3,1,0,9200000,36400000,18,3,3100000,12700000,30900000,12300000,1
4,0,1,9300000,27500000,18,1,21500000,500000,34900000,6600000,0
1,1,0,1100000,3500000,8,2,2300000,1200000,3200000,500000,1
3,0,0,5600000,18700000,2,4,8000000,8200000,17300000,4800000,1
0,1,1,6300000,21500000,8,2,600000,3400000,22000000,5200000,1
3,1,0,8800000,18100000,6,3,6400000,2100000,18500000,9400000,1
0,0,0,8400000,20800000,20,2,5100000,8900000,32100000,10800000,1
3,1,1,1600000,5700000,4,3,3300000,2700000,6200000,2300000,1
3,0,1,4500000,11400000,8,1,8500000,6800000,9900000,4500000,0
5,0,0,6500000,18500000,4,4,13600000,3300000,23600000,7100000,1
3,1,1,9500000,20600000,2,3,13400000,3800000,20700000,9200000,1
3,0,0,4700000,16700000,12,4,4000000,1700000,17300000,3500000,1
5,1,1,9600000,32400000,2,4,3500000,15400000,26800000,6200000,1
5,1,0,8000000,26700000,20,4,8000000,14700000,29900000,7800000,1
2,1,0,7700000,16700000,6,2,12900000,2900000,18100000,8500000,1
1,0,1,3600000,10300000,12,1,6800000,500000,12200000,2700000,0
2,0,0,700000,1700000,10,4,100000,700000,2000000,900000,1
0,1,1,1400000,5100000,6,4,4100000,1900000,5200000,1900000,1
1,1,1,8600000,27900000,20,1,12200000,14800000,27100000,7900000,0
4,1,0,4700000,15700000,4,4,3300000,2500000,13800000,4800000,1
3,1,1,2900000,5800000,12,1,8400000,2600000,10100000,3100000,0
4,0,0,9000000,29000000,16,2,4600000,15600000,29200000,12300000,1
5,1,1,500000,900000,18,2,1400000,600000,1200000,400000,1
2,0,1,700000,1700000,10,1,1400000,1000000,1900000,900000,0
0,1,0,6800000,27000000,4,1,17100000,7600000,21400000,9400000,1
2,1,0,1800000,4700000,8,4,4500000,1200000,4100000,2200000,1
0,0,0,6000000,12400000,2,2,3000000,2100000,17900000,6800000,1
4,1,1,5400000,21500000,14,2,4300000,1500000,14300000,7500000,1
5,1,1,8400000,17500000,12,2,15300000,13600000,26000000,5800000,1
0,1,0,7400000,20900000,6,2,15600000,14000000,21000000,7200000,1
2,1,0,3200000,12500000,10,1,6100000,2000000,8200000,4300000,0
1,1,1,5400000,21400000,8,1,2600000,1000000,19700000,6800000,0
5,1,1,1000000,2500000,14,4,2200000,100000,2300000,1100000,1
0,1,0,4400000,14700000,16,2,4000000,2700000,14400000,2700000,1
1,1,1,3800000,10500000,12,3,1800000,6200000,12500000,2500000,1
3,0,1,6100000,20900000,18,1,500000,8500000,18000000,7500000,0
5,0,1,5500000,17300000,16,4,1000000,2900000,13700000,7900000,1
5,0,1,500000,1800000,18,1,1000000,500000,1300000,200000,0
0,0,1,300000,1100000,2,1,200000,100000,1100000,400000,1
1,1,1,6200000,16900000,2,1,10600000,7500000,23700000,7600000,0
0,0,0,300000,900000,20,1,0,400000,600000,200000,0
0,0,1,6900000,22100000,20,1,13600000,4600000,22000000,6900000,0
4,1,0,3700000,11400000,12,3,4200000,5800000,7300000,2300000,1
3,0,1,8800000,28600000,10,4,5200000,5000000,32000000,9600000,1
5,1,1,8200000,23500000,12,1,15100000,1500000,24300000,5800000,0
1,0,1,9200000,31500000,18,3,5300000,6100000,20400000,8300000,1
0,0,0,2400000,7800000,14,3,5200000,2900000,6200000,2900000,1
4,0,0,4100000,13500000,18,1,4700000,6200000,13900000,2000000,0
1,1,0,8000000,31900000,12,1,23800000,1500000,22100000,6000000,0
3,0,1,3600000,8600000,8,4,5400000,5900000,9800000,5200000,1
1,0,1,700000,2700000,20,3,100000,1000000,2600000,500000,1
4,0,0,8300000,30700000,6,1,21700000,2300000,26700000,4600000,0
0,1,1,5300000,15000000,2,4,1700000,2100000,21000000,5800000,1
4,1,0,8300000,24900000,16,1,15400000,5600000,26700000,7000000,0
3,0,1,2500000,8800000,12,1,4900000,1800000,9100000,3300000,0
3,1,1,5400000,14400000,8,3,11000000,7900000,20800000,3100000,1
4,1,0,1600000,4900000,8,3,3200000,2000000,3800000,1500000,1
2,0,0,2400000,6200000,12,4,4900000,3700000,9500000,1100000,1
5,0,0,6300000,14800000,6,2,16100000,10500000,21800000,5400000,1
4,1,1,2500000,5300000,10,1,2300000,2800000,7100000,1700000,0
0,1,1,7500000,16800000,16,1,21500000,4800000,25400000,11100000,0
3,0,0,2900000,8500000,14,4,1200000,4500000,8800000,1800000,1
3,1,1,1000000,3500000,16,4,800000,1700000,3000000,700000,1
2,1,1,8600000,28800000,8,4,23300000,5900000,21200000,7200000,1
1,0,0,300000,1100000,12,1,600000,400000,1200000,200000,0
5,0,0,2300000,5700000,18,1,5600000,3300000,4900000,2700000,0
2,0,1,2400000,5400000,12,3,300000,2500000,5000000,3000000,1
5,1,1,9800000,30300000,6,4,20800000,16000000,30200000,7600000,1
2,0,0,8100000,24800000,6,1,200000,4000000,31100000,10500000,0
3,1,0,6700000,15500000,18,1,2100000,2000000,26300000,9400000,0
1,0,1,8400000,24700000,18,3,23000000,13200000,32700000,12200000,1
2,1,0,200000,700000,8,4,400000,200000,800000,200000,1
2,1,0,4700000,12500000,14,1,1300000,6300000,10100000,5400000,0
0,1,1,4300000,14300000,14,2,3800000,900000,16700000,5700000,1
4,0,0,2200000,7000000,20,4,3600000,3900000,5700000,1200000,1
4,1,1,8600000,19200000,4,4,20400000,1500000,32800000,9300000,1
4,1,1,2000000,7200000,10,4,2500000,300000,7600000,1000000,1
4,0,1,4200000,15900000,14,1,7200000,7900000,16200000,3000000,0
0,0,1,5100000,12500000,18,4,3300000,1000000,14800000,3200000,1
2,1,1,4100000,11200000,6,1,12200000,4100000,10000000,4500000,0
1,1,1,9900000,39500000,12,4,11800000,3700000,30200000,13500000,1
1,0,1,3200000,9000000,20,1,2700000,2800000,7200000,3800000,0
2,1,0,5500000,19000000,4,2,1100000,4000000,18700000,5300000,1
0,1,1,7800000,29100000,20,1,21100000,13000000,17300000,9700000,0
3,1,1,3400000,9700000,20,3,1500000,1500000,7300000,2400000,1
4,1,1,7900000,25900000,14,1,10900000,14300000,27700000,7600000,0
3,1,1,8900000,18500000,10,1,6100000,0,32000000,10300000,0
2,1,0,7300000,19100000,14,2,2000000,13400000,16800000,4000000,1
4,0,1,3300000,10600000,8,1,500000,4400000,7300000,2800000,0
4,1,1,2900000,10500000,8,2,4400000,5500000,7600000,3800000,1
2,1,1,500000,1300000,4,1,1400000,500000,1800000,600000,0
3,0,0,7200000,21200000,4,3,10800000,4200000,24900000,5700000,1
3,0,0,8300000,24100000,14,4,5900000,700000,24000000,7700000,1
1,0,1,8700000,20500000,6,1,19300000,6500000,23700000,4800000,0
4,0,1,7100000,27900000,10,1,9000000,13400000,26500000,7700000,0
3,1,1,9800000,28200000,12,3,15800000,6500000,21900000,9600000,1
0,1,1,6900000,17000000,20,2,18100000,9400000,26600000,4300000,1
0,0,0,2400000,5000000,14,2,5900000,4400000,5500000,3200000,1
1,0,1,2100000,4900000,10,3,200000,2000000,5400000,1000000,1
2,1,1,7200000,23900000,4,2,4200000,12200000,17800000,10800000,1
2,1,0,4600000,13500000,16,2,7700000,5900000,10600000,5000000,1
5,1,1,9900000,31800000,18,4,23400000,700000,32600000,11500000,1
4,0,1,300000,1000000,20,3,0,100000,1100000,400000,1
5,1,1,6900000,23900000,6,1,17100000,6900000,21500000,8900000,0
2,1,1,1700000,4300000,6,4,5000000,1500000,3400000,900000,1
2,1,1,4400000,10000000,20,1,7400000,7600000,12200000,5100000,0
4,0,1,4300000,15000000,8,1,4700000,100000,9000000,4900000,0
2,0,0,3700000,14100000,6,2,800000,200000,11300000,3400000,1
1,1,0,5900000,15200000,2,1,17100000,2000000,14700000,3600000,0
5,0,1,8600000,26300000,10,4,23300000,9800000,18100000,11300000,1
3,0,1,3400000,13200000,8,4,6500000,300000,13000000,4900000,1
3,0,1,1000000,3200000,14,4,1900000,100000,3600000,1100000,1
1,0,1,4400000,14200000,16,1,12700000,1300000,12600000,4500000,0
0,0,0,3600000,7800000,14,1,9800000,6900000,11900000,3000000,0
3,0,0,1400000,2700000,8,2,3100000,1800000,3400000,1000000,1
0,0,0,5300000,10900000,18,3,12900000,2600000,12700000,7600000,1
3,1,1,9400000,20500000,6,2,17400000,13000000,24500000,10200000,1
4,0,1,6600000,22100000,6,4,3600000,3500000,19800000,4700000,1
5,1,0,9800000,37600000,18,1,19200000,5100000,19900000,5100000,0
1,0,0,1900000,4900000,20,2,4100000,2100000,6800000,1700000,1
2,0,1,5800000,22500000,6,4,11900000,2600000,17100000,4800000,1
2,0,0,3100000,10400000,10,1,6900000,5900000,10000000,3500000,0
0,1,0,6800000,18400000,2,4,4000000,900000,20200000,9900000,1
5,0,0,4600000,16200000,12,4,5900000,1200000,10800000,3700000,1
2,0,1,200000,700000,16,2,600000,200000,600000,100000,1
3,0,1,9500000,22800000,6,1,200000,18800000,34100000,9400000,0
5,0,1,6200000,22200000,20,4,13500000,6600000,21700000,8700000,1
4,0,1,9700000,32300000,18,1,11600000,14300000,20000000,5400000,0
5,1,1,4200000,12300000,2,3,10500000,200000,15600000,4200000,1
1,1,1,5700000,12000000,4,1,15700000,900000,17300000,7400000,0
2,1,1,200000,500000,6,4,-100000,0,300000,200000,0
4,1,0,8000000,25500000,4,3,17200000,13900000,26200000,4900000,1
4,1,0,5200000,20400000,20,4,4700000,1600000,14300000,6200000,1
1,1,1,7100000,15200000,8,1,5900000,900000,24300000,5900000,0
1,1,1,9300000,27900000,12,2,2100000,4200000,29000000,6600000,1
5,1,0,2000000,6100000,2,1,1900000,1900000,4600000,2000000,1
3,1,1,3900000,14000000,18,4,5200000,4000000,11600000,2700000,1
2,0,0,2800000,5900000,6,4,1000000,3900000,10900000,1500000,1
5,1,1,3000000,11100000,12,1,8500000,2500000,7300000,2000000,0
4,0,0,4500000,9800000,16,4,9800000,8200000,13900000,5500000,1
4,1,0,1900000,4300000,4,4,2400000,0,7000000,900000,1
1,1,0,2300000,7200000,8,1,3000000,2100000,8100000,3400000,0
0,1,0,4700000,17500000,2,3,5400000,2300000,11700000,7000000,1
2,0,1,1300000,2700000,8,2,100000,300000,2600000,1300000,1
3,1,0,3100000,11000000,2,1,5900000,2200000,9000000,2400000,1
0,1,0,8400000,17500000,18,1,13200000,5300000,31300000,10400000,0
5,1,1,1700000,5800000,4,2,2000000,1800000,6000000,2300000,1
2,0,0,1900000,7500000,2,4,600000,1100000,7100000,2600000,1
3,0,0,2400000,8600000,8,3,3400000,2400000,6200000,1600000,1
5,1,0,6800000,20500000,10,2,500000,11800000,27200000,3400000,1
1,1,0,2900000,10900000,20,1,6600000,2800000,9300000,2600000,0
4,1,1,8900000,26300000,10,1,23900000,7000000,27400000,12100000,0
1,0,0,8800000,22200000,18,4,8400000,11900000,21000000,10500000,1
0,1,1,8200000,19200000,16,1,16500000,9200000,20000000,7200000,0
3,0,1,3600000,13200000,16,2,9800000,4000000,9900000,2100000,1
4,1,1,9500000,31800000,6,1,5900000,1300000,28400000,12200000,0
0,0,1,1900000,5700000,18,3,5500000,200000,6500000,2000000,1
3,0,1,9100000,24600000,2,3,8000000,4000000,35500000,13600000,1
5,1,0,1100000,3800000,18,1,200000,1800000,2300000,900000,0
5,0,1,1100000,2800000,10,2,2700000,2000000,4300000,1400000,1
1,1,0,9300000,28600000,14,3,17300000,9100000,27400000,12500000,1
4,1,1,3900000,10600000,2,1,300000,7600000,14800000,2500000,0
5,0,1,1500000,4000000,12,1,2900000,1900000,4400000,1200000,0
5,1,0,800000,2200000,6,1,900000,500000,2800000,1000000,0
4,1,0,600000,1800000,6,4,100000,1100000,2100000,800000,1
2,1,0,4400000,12500000,18,1,7900000,1200000,10100000,2700000,0
4,1,1,2700000,5400000,6,4,6300000,2400000,6700000,2700000,1
3,0,1,6200000,14600000,2,3,18300000,8400000,16800000,6600000,1
5,1,1,700000,1300000,16,1,2100000,1300000,2000000,1000000,0
0,1,0,3400000,9400000,6,3,600000,6000000,8600000,2600000,1
1,0,1,4900000,16800000,12,4,1700000,2700000,11100000,5900000,1
3,0,1,4200000,9700000,2,1,700000,8200000,8600000,4300000,0
0,1,1,5300000,10600000,2,4,8100000,6700000,17400000,5800000,1
5,1,1,3700000,10000000,20,3,8000000,800000,12000000,2200000,1
4,0,1,5600000,17500000,10,1,14200000,2300000,12100000,7200000,0
2,1,1,4300000,16000000,14,2,9800000,6700000,17000000,4500000,1
4,0,1,7100000,24500000,14,2,9100000,7000000,20400000,6800000,1
4,1,1,5400000,12700000,4,2,11000000,3300000,15100000,6500000,1
0,0,0,6000000,13100000,6,1,16600000,7600000,22000000,7400000,0
4,1,1,4100000,12500000,2,2,10900000,7200000,12200000,2000000,1
4,0,0,8300000,17900000,20,4,12700000,1300000,26800000,12200000,1
3,1,0,8100000,23900000,10,1,7100000,6100000,28300000,8900000,0
1,0,0,7200000,24900000,14,3,3600000,11600000,16600000,5800000,1
5,1,0,7200000,17500000,4,1,2300000,400000,17500000,6200000,0
2,1,1,3500000,8100000,4,2,3800000,6700000,12500000,2700000,1
1,1,0,6200000,19500000,12,4,9100000,2900000,15300000,4000000,1
3,0,0,5200000,17300000,10,1,2600000,1400000,12700000,6400000,0
0,0,0,4500000,14500000,2,4,6100000,8400000,17200000,6600000,1
5,0,0,5400000,15100000,12,1,5200000,4700000,13900000,5700000,0
3,0,1,2000000,6900000,6,4,2200000,2800000,6400000,3000000,1
3,1,0,8900000,25400000,8,2,19400000,12100000,18800000,4500000,1
2,1,0,5000000,10600000,4,2,11900000,900000,14800000,7100000,1
2,1,0,4900000,17600000,6,4,13600000,7500000,12700000,5600000,1
4,1,1,5300000,19200000,4,3,14200000,6900000,17800000,3900000,1
3,0,1,8500000,27700000,4,1,3600000,400000,18900000,5200000,1
5,1,1,700000,2100000,14,4,100000,1200000,2700000,600000,1
3,0,1,5900000,18900000,4,3,10800000,4500000,23200000,8000000,1
3,1,0,3500000,13300000,4,4,7400000,5300000,12100000,3600000,1
5,0,1,7700000,18900000,16,2,15600000,6100000,23900000,6600000,1
2,0,1,4500000,12500000,12,1,400000,4300000,12400000,4300000,0
0,1,0,9100000,22200000,6,1,7400000,600000,18200000,9800000,0
1,0,1,9000000,29900000,2,3,22100000,7200000,24400000,4700000,1
2,0,0,8900000,29200000,8,2,10800000,5200000,33500000,11700000,1
5,0,0,6500000,13800000,10,1,15300000,2300000,14400000,7300000,0
4,0,1,8100000,18000000,8,4,1400000,7800000,16900000,10800000,1
1,0,0,8400000,29900000,16,1,16100000,2400000,32700000,7500000,0
0,0,0,5300000,20000000,6,4,15900000,3700000,19500000,4000000,1
2,1,0,4100000,15600000,12,4,5500000,4800000,15100000,2700000,1
3,0,0,6900000,27400000,4,1,10200000,6500000,23900000,5300000,1
1,1,1,5200000,19500000,12,4,5200000,4300000,19900000,5800000,1
5,0,1,2000000,7400000,14,4,3600000,3700000,4300000,1100000,1
3,1,0,4600000,17800000,20,3,12600000,2600000,10800000,4500000,1
0,1,1,7100000,20100000,16,4,8000000,5000000,17600000,5400000,1
0,0,0,9300000,20100000,10,3,4800000,1800000,21900000,13600000,1
3,0,0,5400000,19400000,20,3,13800000,3200000,20000000,4300000,1
3,0,0,4100000,8500000,2,4,12000000,0,16200000,3400000,1
4,0,0,4900000,11400000,8,1,12000000,7500000,14700000,4800000,0
5,1,1,5400000,21200000,20,3,7300000,1800000,11500000,7500000,1
0,1,0,3000000,9600000,12,2,7900000,0,8600000,3600000,1
0,0,1,6800000,14400000,8,4,15200000,4500000,21100000,6400000,1
4,1,1,5100000,14000000,12,1,9800000,0,10400000,6800000,0
0,1,1,9800000,32600000,10,3,7000000,12100000,30000000,4900000,1
1,1,1,1600000,4100000,6,1,4300000,1400000,5700000,700000,0
4,1,0,8000000,29100000,4,1,3100000,12000000,27000000,8800000,1
5,1,0,2900000,6700000,14,4,3800000,3700000,9700000,4200000,1
4,1,0,9200000,30300000,10,2,24000000,16600000,29600000,8900000,1
3,0,0,9500000,20400000,14,1,2300000,6600000,25900000,8400000,0
0,1,1,3700000,8500000,8,1,1900000,5600000,14800000,4100000,0
5,1,1,7100000,20800000,6,1,2900000,7100000,28200000,7100000,0
5,0,0,5600000,17600000,14,1,6700000,3500000,18900000,6800000,0
0,1,1,1200000,2700000,2,2,1500000,500000,2700000,1500000,1
3,0,0,1600000,5600000,6,3,3100000,800000,6000000,1600000,1
4,0,1,1600000,4800000,20,2,4200000,1000000,4100000,1400000,1
2,0,0,5300000,20200000,10,1,9200000,9500000,17300000,6100000,0
5,0,0,9100000,19900000,20,1,9300000,16400000,28900000,10500000,0
4,0,1,9400000,35000000,10,1,10700000,15100000,27500000,6700000,0
3,0,0,5900000,22400000,6,1,6500000,10500000,18100000,4800000,0
2,1,1,1100000,3400000,10,1,300000,800000,3900000,1400000,0
4,1,1,3100000,11500000,14,4,3200000,3100000,9100000,4200000,1
4,0,0,2200000,8600000,20,1,4100000,1300000,5900000,1400000,0
1,1,0,6000000,20100000,6,1,13900000,10000000,15200000,5500000,0
1,1,1,2000000,5600000,18,1,2400000,2300000,4600000,2100000,0
4,1,0,7200000,22900000,18,3,14600000,400000,17400000,8800000,1
1,0,1,500000,1900000,12,4,200000,500000,1800000,300000,1
1,0,1,5800000,13900000,6,1,4000000,9300000,20900000,5500000,0
0,0,0,200000,300000,6,1,400000,100000,700000,0,0
4,0,1,4600000,9500000,20,2,5200000,5900000,13700000,3000000,1
5,0,1,4600000,12800000,14,4,13100000,8600000,12100000,3500000,1
1,1,0,6500000,23100000,20,3,11400000,8500000,25700000,7900000,1
4,0,1,4400000,16600000,14,4,800000,1400000,14900000,5900000,1
0,0,1,900000,3600000,10,3,1400000,700000,3500000,400000,1
0,0,1,3200000,7400000,18,4,4200000,2600000,9000000,2800000,1
3,1,0,600000,1100000,8,1,500000,800000,1400000,300000,0
1,0,0,5200000,12600000,10,3,1100000,8700000,13900000,3600000,1
3,0,1,6400000,15200000,14,1,15500000,9100000,18400000,3200000,0
2,0,0,1000000,2500000,6,2,1700000,200000,3700000,900000,1
2,0,0,6800000,14800000,14,4,11300000,3300000,19600000,6600000,1
0,1,0,3000000,8400000,10,1,7700000,200000,7300000,1800000,0
1,0,1,8700000,30700000,6,3,20600000,4500000,27600000,9300000,1
4,1,1,8800000,20900000,18,4,13500000,15400000,34500000,13100000,1
1,0,1,3900000,11500000,2,1,9300000,5700000,12400000,5100000,0
5,1,0,1700000,4300000,2,1,100000,200000,6200000,1600000,0
3,0,1,900000,2300000,6,3,1200000,200000,2900000,600000,1
1,0,0,7200000,24700000,6,2,8800000,1400000,21700000,5800000,1
0,1,0,9200000,25400000,2,4,25400000,2000000,19600000,12400000,1
3,0,0,5700000,19400000,2,1,7400000,10600000,20600000,7100000,1
5,0,1,1100000,2700000,4,4,1900000,1000000,2200000,500000,1
2,0,1,1100000,2200000,4,4,1900000,1300000,2100000,900000,1
0,1,1,6000000,23900000,4,1,6700000,5800000,21900000,4500000,1
2,1,1,8100000,28500000,20,1,1500000,1400000,31800000,10000000,0
2,0,1,6500000,25100000,20,4,11500000,8600000,17400000,4400000,1
0,1,1,7600000,17900000,16,4,1700000,7800000,27100000,5900000,1
1,1,0,2200000,4900000,8,1,3800000,0,5400000,2900000,0
4,1,1,6300000,23900000,6,4,-100000,11400000,20600000,6700000,1
4,0,1,6700000,15800000,12,1,7500000,4600000,19900000,6600000,0
5,1,1,1300000,4300000,2,2,1300000,500000,2900000,1500000,1
1,0,0,2800000,6700000,12,1,1900000,2000000,8600000,2100000,0
3,1,0,7000000,18900000,2,3,6300000,7400000,15200000,3900000,1
3,0,1,8800000,26700000,10,1,10100000,15500000,27000000,9700000,0
0,1,0,8900000,25800000,18,1,12400000,3400000,22900000,5400000,0
5,0,0,7000000,21800000,4,2,8100000,7100000,14600000,10000000,1
0,1,1,6900000,18600000,10,1,19600000,9400000,16400000,4500000,0
5,1,0,9200000,29200000,16,1,17700000,13300000,30400000,5700000,0
0,1,1,6100000,19700000,16,3,13700000,2300000,19300000,5500000,1
1,1,1,4400000,14700000,8,4,11400000,6300000,9400000,2400000,1
4,0,0,9900000,22700000,12,2,28300000,9900000,29700000,5400000,1
5,0,0,3900000,14000000,4,3,700000,1800000,15600000,5200000,1
3,1,0,6800000,21200000,2,1,10700000,1900000,23200000,6300000,1
4,0,0,3600000,8700000,14,1,6400000,3700000,7800000,4100000,0
4,1,0,700000,2600000,14,3,2100000,600000,1900000,400000,1
2,0,1,4000000,8500000,6,1,11200000,1000000,14300000,4100000,0
4,1,0,1800000,4100000,12,3,1900000,2900000,4700000,2200000,1
3,0,0,5600000,21000000,12,2,8800000,11000000,15800000,4900000,1
4,0,0,6800000,24200000,18,1,18800000,0,15800000,9400000,0
5,0,1,600000,1500000,2,1,100000,1100000,2100000,600000,0
1,0,0,4200000,16200000,14,1,5800000,2100000,14100000,2600000,0
4,0,0,5000000,18700000,10,4,3600000,600000,13000000,2600000,1
1,0,0,4100000,12200000,6,1,7300000,5600000,16300000,3500000,0
